Names,total,elements
,,Thalassiosira_weissflogii_0203201696
,,Thalassiosira_weissflogii_0171393296
,,Thalassiosira_weissflogii_0203320024
,,Thalassiosira_weissflogii_0203327198
,,Thalassiosira_weissflogii_0201768126
,,Thalassiosira_weissflogii_0201828982
,,Thalassiosira_weissflogii_0203266738
,,Thalassiosira_weissflogii_0203105640
,,Thalassiosira_weissflogii_0203198508
,,Thalassiosira_weissflogii_0203396628
,,Thalassiosira_weissflogii_0201842888
,,Thalassiosira_weissflogii_0203168326
,,Thalassiosira_weissflogii_0203445748
,,Thalassiosira_weissflogii_0203507592
,,Thalassiosira_weissflogii_0201782250
,,Thalassiosira_weissflogii_0203237850
,,Thalassiosira_weissflogii_0171384348
,,Thalassiosira_weissflogii_0203081984
,,Thalassiosira_weissflogii_0203420370
,,Thalassiosira_weissflogii_0203537698
,,Thalassiosira_weissflogii_0201777954
,,Thalassiosira_weissflogii_0203351180
,,Thalassiosira_weissflogii_0203350294
,,Thalassiosira_weissflogii_0203520670
331 proteins,13,Thalassiosira_weissflogii_0201774120
,,Thalassiosira_weissflogii_0203456770
,,Thalassiosira_weissflogii_0203258860
,,Thalassiosira_weissflogii_0203448720
,,Thalassiosira_weissflogii_0203546162
,,Thalassiosira_weissflogii_0203147928
,,Thalassiosira_weissflogii_0203287482
,,Thalassiosira_weissflogii_0201845386
,,Thalassiosira_weissflogii_0203417438
,,Thalassiosira_weissflogii_0203244520
,,Thalassiosira_weissflogii_0203628344
,,Thalassiosira_weissflogii_0203226722
,,Thalassiosira_weissflogii_0203294152
